salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
43766,8,2011-06-17,2011-06-29,2011-06-24,5,True,,10-4030-016518,16518,,9,26446,26446,1,10469.0,834615Vi53986,223.0,3578.27,286.2616,89.4568,3953.9884,,bcb28f9b-69d0-4fbe-aa8a-6b4cda8e7bfe,2011-06-24
43767,8,2011-06-17,2011-06-29,2011-06-24,5,True,,10-4030-011001,11001,,9,14489,14489,1,8810.0,235091Vi45462,223.0,3374.99,269.9992,84.3748,3729.364,,bf2e1105-44c2-422f-92e8-59c575bf2652,2011-06-24
43768,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-027649,27649,,1,24209,24209,1,18040.0,830196Vi93642,,3578.27,286.2616,89.4568,3953.9884,,534c4daf-51fe-47d6-b58a-35358bbad410,2011-06-25
43769,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-021659,21659,,6,12365,12365,1,7388.0,1030286Vi38309,238.0,3578.27,286.2616,89.4568,3953.9884,,ec7c8a6c-120c-4025-b230-52e48b27fdad,2011-06-25
43770,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-027614,27614,,1,21039,21039,1,16136.0,230296Vi83473,,3578.27,286.2616,89.4568,3953.9884,,7d3ce5fa-5b2a-4d88-a33c-72efcc5aec8a,2011-06-25
43771,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-014559,14559,,4,21657,21657,1,16934.0,633795Vi87782,,699.0982,55.9279,17.4775,772.5036,,45081816-b4d2-42d5-b761-84f1157dfd31,2011-06-25
43772,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-016524,16524,,9,15700,15700,1,12834.0,334621Vi66368,236.0,3578.27,286.2616,89.4568,3953.9884,,877a235b-c962-4f16-ba92-48ae4c8e5e5b,2011-06-25
43773,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-016526,16526,,9,19998,19998,1,19057.0,534623Vi99022,236.0,3578.27,286.2616,89.4568,3953.9884,,f49bc13f-8993-4042-9b85-8f671b1e15f0,2011-06-25
43774,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-016348,16348,,9,20184,20184,1,1311.0,434719Vi6675,236.0,3578.27,286.2616,89.4568,3953.9884,,3c2f2cf6-d381-4233-a5a7-dd2a2e31a503,2011-06-25
43775,8,2011-06-18,2011-06-30,2011-06-25,5,True,,10-4030-011027,11027,,9,14561,14561,1,6918.0,535106Vi36020,236.0,3399.99,271.9992,84.9998,3756.989,,64bec07c-2d34-4360-97f9-aab1d4ec53f5,2011-06-25
43776,8,2011-06-19,2011-07-01,2011-06-26,5,True,,10-4030-013260,13260,,8,15402,15402,1,10653.0,1231103Vi54892,253.0,3578.27,286.2616,89.4568,3953.9884,,7d468137-4412-4bde-bc27-ea17d07bb01e,2011-06-26
43777,8,2011-06-19,2011-07-01,2011-06-26,5,True,,10-4030-016515,16515,,9,24873,24873,1,1850.0,734612Vi9613,249.0,3578.27,286.2616,89.4568,3953.9884,,764526c9-3393-4b23-850d-f744944c00d3,2011-06-26
43778,8,2011-06-19,2011-07-01,2011-06-26,5,True,,10-4030-011018,11018,,9,16433,16433,1,9930.0,735103Vi51096,249.0,3399.99,271.9992,84.9998,3756.989,,2226d4b2-38a6-4f18-9925-77f36f8902e2,2011-06-26
43779,8,2011-06-19,2011-07-01,2011-06-26,5,True,,10-4030-025252,25252,,9,20850,20850,1,6901.0,235427Vi35948,249.0,699.0982,55.9279,17.4775,772.5036,,6628447b-1958-48bf-b611-60b751fa8daf,2011-06-26
43780,8,2011-06-20,2011-07-02,2011-06-27,5,True,,10-4030-011599,11599,,7,25850,25850,1,17097.0,131108Vi88806,268.0,3578.27,286.2616,89.4568,3953.9884,,8450af5f-35e8-4085-a27f-7bd68a1393ac,2011-06-27
43781,8,2011-06-20,2011-07-02,2011-06-27,5,True,,10-4030-016495,16495,,9,22857,22857,1,5269.0,634609Vi27549,262.0,3578.27,286.2616,89.4568,3953.9884,,4bf0100b-0cc1-4faf-ace2-1a0a6748aad6,2011-06-27
43782,8,2011-06-20,2011-07-02,2011-06-27,5,True,,10-4030-016516,16516,,9,13386,13386,1,9916.0,1034613Vi51017,262.0,3578.27,286.2616,89.4568,3953.9884,,82648ec2-cf59-46f6-8f89-434ed5e035fb,2011-06-27
43783,8,2011-06-20,2011-07-02,2011-06-27,5,True,,10-4030-016620,16620,,9,26601,26601,1,4651.0,934630Vi24399,262.0,3578.27,286.2616,89.4568,3953.9884,,4b963ee6-0b6e-4ad5-b778-a24757b6c1f2,2011-06-27
43784,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-027667,27667,,4,12491,12491,1,15794.0,1030202Vi81657,,3578.27,286.2616,89.4568,3953.9884,,8d7e4809-df6b-4b89-b92f-724ffb2be7a2,2011-06-28
43785,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-011601,11601,,7,17236,17236,1,3584.0,931114Vi18886,281.0,3578.27,286.2616,89.4568,3953.9884,,3a9346f3-f9b0-4446-b336-82767fda4371,2011-06-28
43786,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-011607,11607,,7,23683,23683,1,12315.0,931126Vi63695,281.0,3578.27,286.2616,89.4568,3953.9884,,24838e6c-11c1-4547-b8d8-1049db94d2fb,2011-06-28
43787,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-029385,29385,,8,29348,29348,1,,,279.0,3399.99,271.9992,84.9998,3756.989,,aba30b1e-af5f-460f-bb5e-52c6e25ede27,2011-06-28
43788,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-011239,11239,,10,25489,25489,1,2999.0,431737Vi15728,282.0,3374.99,269.9992,84.3748,3729.364,,c9b98e5b-98cb-43f1-9e12-d2256911f81b,2011-06-28
43789,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-025865,25865,,1,21950,21950,1,13143.0,133257Vi68106,,3374.99,269.9992,84.3748,3729.364,,285d40c2-49e7-479c-966b-433b1bd5c02e,2011-06-28
43790,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-025857,25857,,1,21871,21871,1,2574.0,733374Vi13410,,3399.99,271.9992,84.9998,3756.989,,82da4f92-6e7b-4c70-8031-825e4d6db3b4,2011-06-28
43791,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-016484,16484,,9,11580,11580,1,2480.0,534606Vi12914,275.0,3578.27,286.2616,89.4568,3953.9884,,7ecb76e0-86ae-403f-a10f-ba291a9a2284,2011-06-28
43792,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-016623,16623,,9,14105,14105,1,3696.0,334631Vi19512,275.0,3578.27,286.2616,89.4568,3953.9884,,ce94c6ef-ff67-4604-96b0-009272603cf3,2011-06-28
43793,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-011000,11000,,9,22601,22601,1,11981.0,735090Vi61907,275.0,3399.99,271.9992,84.9998,3756.989,,a95bfafe-7543-43f7-a890-9ad41d4e6e5e,2011-06-28
43794,8,2011-06-21,2011-07-03,2011-06-28,5,True,,10-4030-011029,11029,,9,24713,24713,1,103.0,735108Vi576,275.0,3399.99,271.9992,84.9998,3756.989,,b98f56bd-5532-4fea-a8fc-8011ecd96a07,2011-06-28
43795,8,2011-06-22,2011-07-04,2011-06-29,5,True,,10-4030-027615,27615,,4,12290,12290,1,10180.0,330297Vi52533,,3578.27,286.2616,89.4568,3953.9884,,1ab2b20a-6bc9-4097-b380-489fafdd1ad0,2011-06-29
43796,8,2011-06-22,2011-07-04,2011-06-29,5,True,,10-4030-017956,17956,,7,11860,11860,1,14408.0,630398Vi74678,294.0,699.0982,55.9279,17.4775,772.5036,,8ecc65d3-f694-4491-aeed-ad3891f0b85a,2011-06-29
43797,8,2011-06-22,2011-07-04,2011-06-29,5,True,,10-4030-016345,16345,,9,11578,11578,1,3803.0,533967Vi20009,288.0,3578.27,286.2616,89.4568,3953.9884,,748920de-6c71-45ca-a71a-417de701b2e2,2011-06-29
43798,8,2011-06-22,2011-07-04,2011-06-29,5,True,,10-4030-016521,16521,,9,17493,17493,1,15729.0,434618Vi81298,288.0,3578.27,286.2616,89.4568,3953.9884,,9bc36686-9653-4d73-91d7-420cd2c8f112,2011-06-29
43799,8,2011-06-22,2011-07-04,2011-06-29,5,True,,10-4030-016636,16636,,9,23813,23813,1,10936.0,534635Vi56412,288.0,3578.27,286.2616,89.4568,3953.9884,,251a8221-64ec-4c45-82fb-73693071529b,2011-06-29
43800,8,2011-06-23,2011-07-05,2011-06-30,5,True,,10-4030-021710,21710,,6,16244,16244,1,1500.0,830289Vi7733,303.0,3578.27,286.2616,89.4568,3953.9884,,46cd4997-1031-482b-8eab-4f1fecccbee1,2011-06-30
43801,8,2011-06-23,2011-07-05,2011-06-30,5,True,,10-4030-013583,13583,,10,22676,22676,1,10067.0,331102Vi51847,308.0,3578.27,286.2616,89.4568,3953.9884,,4449b819-b1d7-4d26-9e9f-209763605dc7,2011-06-30
43802,8,2011-06-23,2011-07-05,2011-06-30,5,True,,10-4030-011593,11593,,7,15981,15981,1,15557.0,531106Vi80372,307.0,3578.27,286.2616,89.4568,3953.9884,,d47fad1f-32bc-4b93-b73e-b1c4ba087c07,2011-06-30
43803,8,2011-06-24,2011-07-06,2011-07-01,5,True,,10-4030-021741,21741,,6,17092,17092,1,2467.0,1230187Vi12850,316.0,3578.27,286.2616,89.4568,3953.9884,,6aadd0b2-fa38-4d83-aae4-97ec98176f3e,2011-07-01
43804,8,2011-06-24,2011-07-06,2011-07-01,5,True,,10-4030-013585,13585,,10,18048,18048,1,13404.0,731109Vi69430,321.0,3578.27,286.2616,89.4568,3953.9884,,6fad5fb1-7720-412a-a592-65571a39ae76,2011-07-01
43805,8,2011-06-24,2011-07-06,2011-07-01,5,True,,10-4030-014510,14510,,1,26084,26084,1,7010.0,433792Vi36450,,699.0982,55.9279,17.4775,772.5036,,72c04df5-3142-48ed-acc0-ccb70a73d834,2011-07-01
43806,8,2011-06-24,2011-07-06,2011-07-01,5,True,,10-4030-016523,16523,,9,26735,26735,1,15755.0,1234620Vi81457,314.0,3578.27,286.2616,89.4568,3953.9884,,0b7ff8b1-1333-4566-b764-b821f8584117,2011-07-01
43807,8,2011-06-25,2011-07-07,2011-07-02,5,True,,10-4030-011611,11611,,7,15499,15499,1,16891.0,1231127Vi87546,333.0,3578.27,286.2616,89.4568,3953.9884,,c701e2a6-d540-4c85-984b-f3ca5ba217bd,2011-07-02
43808,8,2011-06-25,2011-07-07,2011-07-02,5,True,,10-4030-013259,13259,,8,24940,24940,1,10353.0,932137Vi53430,331.0,3578.27,286.2616,89.4568,3953.9884,,c1778314-2ee3-45f6-8c55-64c6257d3d3a,2011-07-02
43809,8,2011-06-25,2011-07-07,2011-07-02,5,True,,10-4030-016350,16350,,9,12891,12891,1,14752.0,134601Vi76444,327.0,3578.27,286.2616,89.4568,3953.9884,,b22487ba-5f20-4a95-ae2e-41fc13e6ac57,2011-07-02
43810,8,2011-06-25,2011-07-07,2011-07-02,5,True,,10-4030-011004,11004,,9,20971,20971,1,12777.0,835094Vi66068,327.0,3399.99,271.9992,84.9998,3756.989,,d09fe167-a2d8-4572-b5a8-19230e99122b,2011-07-02
43811,8,2011-06-25,2011-07-07,2011-07-02,5,True,,10-4030-011026,11026,,9,11877,11877,1,8888.0,1235105Vi45830,327.0,3399.99,271.9992,84.9998,3756.989,,179e2f72-6928-43d5-b276-1f8b41226cd6,2011-07-02
43812,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-027662,27662,,4,13852,13852,1,7442.0,930198Vi38606,,3578.27,286.2616,89.4568,3953.9884,,2b214c28-8a52-4e8f-9d82-3049bf3795d1,2011-07-03
43813,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-028390,28390,,7,16896,16896,1,10022.0,431738Vi51601,346.0,3374.99,269.9992,84.3748,3729.364,,c609e786-5b77-48e3-a1c8-77355f5ded15,2011-07-03
43814,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-025866,25866,,1,21939,21939,1,1085.0,833258Vi5404,,3374.99,269.9992,84.3748,3729.364,,7bd75954-ec0d-4e4e-8629-2aa050a69cac,2011-07-03
43815,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-016494,16494,,9,15915,15915,1,12070.0,734608Vi62400,340.0,3578.27,286.2616,89.4568,3953.9884,,f6a9d942-b3b4-463b-aaaf-af1eab874361,2011-07-03
43816,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-016496,16496,,9,21277,21277,1,14211.0,734610Vi73710,340.0,3578.27,286.2616,89.4568,3953.9884,,2ab57617-a5a4-48a2-aca6-655c0bd30891,2011-07-03
43817,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-016519,16519,,9,12674,12674,1,10904.0,634616Vi56238,340.0,3578.27,286.2616,89.4568,3953.9884,,1da0a907-765d-4381-ba2c-9de4cbe351ad,2011-07-03
43818,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-016528,16528,,9,16539,16539,1,13485.0,134625Vi69865,340.0,3578.27,286.2616,89.4568,3953.9884,,65ab0abd-7b92-4af2-9328-defbbc4fd3b7,2011-07-03
43819,8,2011-06-26,2011-07-08,2011-07-03,5,True,,10-4030-011006,11006,,9,15264,15264,1,5054.0,935096Vi26471,340.0,3399.99,271.9992,84.9998,3756.989,,7c99df39-c367-4af3-9965-85a32d80670d,2011-07-03
43820,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-027651,27651,,4,24200,24200,1,12947.0,330197Vi66982,,3578.27,286.2616,89.4568,3953.9884,,9c319187-6716-4b90-a514-782948ebcc38,2011-07-04
43821,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-027663,27663,,4,24836,24836,1,6912.0,130199Vi35996,,3578.27,286.2616,89.4568,3953.9884,,8264c761-ea30-4afe-ac6f-f9ad3f166653,2011-07-04
43822,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-027669,27669,,4,20019,20019,1,17504.0,230204Vi90922,,3578.27,286.2616,89.4568,3953.9884,,a7d40f18-b90f-4f76-9de2-a90455679548,2011-07-04
43823,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-019942,19942,,10,15988,15988,1,7639.0,830400Vi39580,360.0,699.0982,55.9279,17.4775,772.5036,,a7713643-3f6f-4856-bcef-f469fd6e5e33,2011-07-04
43824,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-014558,14558,,1,11804,11804,1,7138.0,1233794Vi37022,,699.0982,55.9279,17.4775,772.5036,,d2e9fa66-59fd-4c1e-96fb-71b50d161b9e,2011-07-04
43825,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-016349,16349,,9,16955,16955,1,16730.0,934720Vi86677,353.0,3578.27,286.2616,89.4568,3953.9884,,3131524e-ac5b-4262-b286-6c281f42736b,2011-07-04
43826,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-011008,11008,,9,23743,23743,1,13554.0,835098Vi70239,353.0,3374.99,269.9992,84.3748,3729.364,,a4592cf9-ac43-468a-8120-63621ae929df,2011-07-04
43827,8,2011-06-27,2011-07-09,2011-07-04,5,True,,10-4030-025250,25250,,9,27524,27524,1,7542.0,335426Vi39058,353.0,699.0982,55.9279,17.4775,772.5036,,f2ba18e3-b49e-4d01-bdd1-6aac7f0b6467,2011-07-04
43828,8,2011-06-28,2011-07-10,2011-07-05,5,True,,10-4030-027605,27605,,1,13129,13129,1,17303.0,1030292Vi89856,,3578.27,286.2616,89.4568,3953.9884,,a89f9e4c-6bfe-42f4-8ad8-f98dc1dd70a5,2011-07-05
43829,8,2011-06-28,2011-07-10,2011-07-05,5,True,,10-4030-027611,27611,,4,24776,24776,1,3742.0,1030294Vi19725,,3578.27,286.2616,89.4568,3953.9884,,c1e649cd-120b-407e-b94b-902772afd947,2011-07-05
43830,8,2011-06-28,2011-07-10,2011-07-05,5,True,,10-4030-016347,16347,,9,18564,18564,1,11691.0,934718Vi60484,366.0,3578.27,286.2616,89.4568,3953.9884,,33854633-a6bd-4337-b9c0-99443d5c229e,2011-07-05
43831,8,2011-06-28,2011-07-10,2011-07-05,5,True,,10-4030-011028,11028,,9,24158,24158,1,3749.0,835107Vi19779,366.0,3374.99,269.9992,84.3748,3729.364,,92d7e467-c917-4c05-bd34-a661e9667b96,2011-07-05
43832,8,2011-06-28,2011-07-10,2011-07-05,5,True,,10-4030-013584,13584,,10,23837,23837,1,10429.0,235202Vi53783,373.0,3578.27,286.2616,89.4568,3953.9884,,b2941ae1-0ac9-46fd-bf70-a6d05550faa2,2011-07-05
43833,8,2011-06-29,2011-07-11,2011-07-06,5,True,,10-4030-021727,21727,,6,16752,16752,1,15641.0,530291Vi80832,381.0,3578.27,286.2616,89.4568,3953.9884,,17d9183f-9760-4bc9-8bc8-34360a9ba9b1,2011-07-06
43834,8,2011-06-29,2011-07-11,2011-07-06,5,True,,10-4030-028393,28393,,7,15471,15471,1,16716.0,331739Vi86614,385.0,3374.99,269.9992,84.3748,3729.364,,c23c7c70-ebfa-42c0-9d6e-7c770e533ed8,2011-07-06
43835,8,2011-06-29,2011-07-11,2011-07-06,5,True,,10-4030-019802,19802,,6,17401,17401,1,2755.0,933259Vi14346,381.0,3374.99,269.9992,84.3748,3729.364,,2890c37d-7a05-409d-91a1-1b67afc90fdc,2011-07-06
43836,8,2011-06-29,2011-07-11,2011-07-06,5,True,,10-4030-026620,26620,,6,19261,19261,1,6966.0,233797Vi36226,381.0,699.0982,55.9279,17.4775,772.5036,,d2bc1c0c-ad0e-48f0-bb2f-5ccaaab5dbab,2011-07-06
43837,8,2011-06-29,2011-07-11,2011-07-06,5,True,,10-4030-011009,11009,,9,29335,29335,1,,,379.0,3374.99,269.9992,84.3748,3729.364,,322ac07b-04a4-4748-9273-c496281cd342,2011-07-06
43838,8,2011-06-30,2011-07-12,2011-07-07,5,True,,10-4030-027641,27641,,4,16330,16330,1,1178.0,230193Vi5985,,3578.27,286.2616,89.4568,3953.9884,,cdb6bee3-d9ea-4bed-977b-30f3366abdf2,2011-07-07
43839,8,2011-06-30,2011-07-12,2011-07-07,5,True,,10-4030-027673,27673,,1,20037,20037,1,15759.0,830207Vi81479,,3578.27,286.2616,89.4568,3953.9884,,f509de35-99fe-49c8-a2e1-f9d3d3b20b5f,2011-07-07
43840,8,2011-06-30,2011-07-12,2011-07-07,5,True,,10-4030-017957,17957,,7,25544,25544,1,16913.0,730401Vi87689,398.0,699.0982,55.9279,17.4775,772.5036,,d4852815-4ad4-4f13-9dad-4b8360b99831,2011-07-07
43841,8,2011-06-30,2011-07-12,2011-07-07,5,True,,10-4030-013406,13406,,8,28149,28149,1,5858.0,631110Vi30576,396.0,3578.27,286.2616,89.4568,3953.9884,,d69e18b6-9a5f-4d1b-8032-57e5b24e71b8,2011-07-07
43842,8,2011-06-30,2011-07-12,2011-07-07,5,True,,10-4030-016630,16630,,9,18492,18492,1,17051.0,634634Vi88522,392.0,3578.27,286.2616,89.4568,3953.9884,,2d7d83b2-cfab-496b-bc1c-58a5a33e0392,2011-07-07
43843,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO19923118772,10-4020-000018,29955,275.0,3,756,756,5,13712.0,25020Vi71036,,32940.1556,3174.1988,991.9371,37106.2915,,4c035fe0-e928-4932-97d8-be338ee54058,2011-07-08
43844,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO19691138342,10-4020-000353,29620,282.0,6,503,503,5,5577.0,105103Vi29202,407.0,20249.94,1943.9942,607.4982,22801.4324,,b90db933-2d63-4b51-9b14-599dd8de2466,2011-07-08
43845,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO19546184286,10-4020-000206,29888,279.0,5,930,930,5,2364.0,15114Vi12293,,8580.0739,823.6669,257.3959,9661.1367,,6d308efc-d13c-4e95-9653-98b9ba7c6f8b,2011-07-08
43846,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO19430112391,10-4020-000318,29548,278.0,6,498,498,5,5528.0,115137Vi28965,407.0,919.5201,90.6637,28.3324,1038.5162,,ece0d5a4-8384-43d3-af7b-92ed5c1ed760,2011-07-08
43847,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO19227161888,10-4020-000210,29539,278.0,6,480,480,5,181.0,55182Vi966,407.0,908.8209,86.9292,27.1654,1022.9155,,d87eccc0-6dc2-4814-bc29-9bb76a02861e,2011-07-08
43848,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO18908190536,10-4020-000164,29717,283.0,1,851,851,5,15882.0,15215Vi82057,,18269.946,1753.9148,548.0984,20571.9592,,632d61e3-b219-403c-9d2b-6374a2cf0917,2011-07-08
43849,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO18676186169,10-4020-000697,29818,274.0,1,1104,1104,5,14559.0,55256Vi75492,,20544.7015,1969.9765,615.6177,23130.2957,,f4c65ad3-dc9e-46cf-98ba-8eda6c166335,2011-07-08
43850,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO18415143340,10-4020-000191,29892,282.0,6,476,476,5,11072.0,75292Vi57135,407.0,10183.7952,982.9377,307.168,11473.9009,,fa64e91a-a5ea-4a9d-86bc-e92aad0e3e2c,2011-07-08
43851,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO18386167654,10-4020-000558,29509,275.0,2,816,816,5,8979.0,125302Vi46289,,6783.7679,651.4975,203.593,7638.8584,,cb4920ec-4887-4931-9258-78377518fd98,2011-07-08
43852,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO17864179720,10-4020-000568,29855,282.0,6,539,539,5,8043.0,115310Vi41710,407.0,2024.994,194.3994,60.7498,2280.1432,,ec8883d3-214d-4e31-a25a-b74baf6163c5,2011-07-08
43853,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO18270155899,10-4020-000011,29813,282.0,6,446,446,5,12279.0,85313Vi63488,407.0,26354.922,2530.0725,790.6477,29675.6422,,c61de9af-0c09-4894-b6ea-e27c6652c354,2011-07-08
43854,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO17777139245,10-4020-000208,29988,282.0,6,478,478,5,9855.0,45354Vi50783,407.0,1749.588,167.9604,52.4876,1970.036,,c69beaf4-1c0e-425b-9b7e-ad8b0e3bcf89,2011-07-08
43855,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO17748116016,10-4020-000102,29946,278.0,6,462,462,5,14454.0,65357Vi74935,407.0,10993.3516,1058.7224,330.8508,12382.9248,,b691d9f1-475f-4cd0-99e5-2afd69fb659e,2011-07-08
43856,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO17313123131,10-4020-000389,29680,282.0,6,509,509,5,18049.0,55434Vi93678,407.0,2036.394,195.3874,61.0586,2292.84,,910347fd-9759-4a08-99ee-0ba5f965004b,2011-07-08
43857,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16733124458,10-4020-000533,30074,282.0,6,534,534,5,18260.0,45523Vi94762,407.0,7186.5371,689.052,215.3287,8090.9178,,b4eea46b-8c3b-44dd-a6f3-d4c9b357d8d6,2011-07-08
43858,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16791124272,10-4020-000036,29961,275.0,2,758,758,5,3274.0,35544Vi17259,,13694.3494,1317.0672,411.5835,15423.0001,,2245ba06-463f-48b6-b1db-20c837b6b3ad,2011-07-08
43859,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16762199940,10-4020-000259,29865,276.0,4,1032,1032,5,11840.0,85562Vi61174,,3911.5991,375.2443,117.2639,4404.1073,,365d7fac-6770-4f6e-88fb-23ea9d0202db,2011-07-08
43860,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16646146654,10-4020-000001,29773,280.0,1,832,832,5,19181.0,105571Vi99678,,10993.3942,1057.2843,330.4013,12381.0798,,d2745233-b05b-409c-93bb-4451569f4253,2011-07-08
43861,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16327172067,10-4020-000584,29749,279.0,5,974,974,5,6675.0,45614Vi34749,,23401.1062,2244.4088,701.3777,26346.8927,,83b3d7c7-75df-446b-af7c-8d7ad437dc6e,2011-07-08
43862,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16211194171,10-4020-000099,29945,279.0,5,919,919,5,6777.0,55631Vi35295,,31000.7804,2987.8703,933.7095,34922.3602,,940d8f40-7fda-43b5-aa0f-e5605cc398c3,2011-07-08
43863,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO15747169584,10-4020-000471,29764,277.0,4,611,611,5,11717.0,65637Vi60618,,1718.8983,164.9658,51.5518,1935.4159,,3db29079-48cf-484e-8156-dfc9afbbc44c,2011-07-08
43864,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO16037151094,10-4020-000384,30056,276.0,4,1052,1052,5,1896.0,45642Vi9831,,38474.3572,3703.8969,1157.4678,43335.7219,,59863d9c-ae67-4857-8d71-b24fb735a89f,2011-07-08
43865,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO15689147174,10-4020-000328,30117,277.0,4,596,596,5,4623.0,45669Vi24257,,13196.0548,1268.2589,396.3309,14860.6446,,e1d2a49d-5c50-465f-a927-0bddc2440741,2011-07-08
43866,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO14529112624,10-4020-000289,29571,280.0,1,864,864,5,14363.0,55805Vi74455,,4076.388,391.2268,122.2584,4589.8732,,3bdcd17c-f327-4d97-9134-3a96a2cbb88a,2011-07-08
43867,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO14471123403,10-4020-000145,29582,280.0,1,848,848,5,1359.0,45808Vi6925,,32673.0446,3149.2911,984.1535,36806.4892,,b77e764c-9c42-4333-81c4-f1417b07c3f3,2011-07-08
43868,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO14848158712,10-4020-000478,30042,282.0,6,523,523,5,10628.0,85848Vi54777,407.0,2146.962,206.1084,64.4089,2417.4793,,8417b236-d1cd-4916-97bf-4f76ba08c031,2011-07-08
43869,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO14500145975,10-4020-000650,30107,276.0,1,1099,1099,5,6386.0,45864Vi33152,,49193.9864,4734.607,1479.5647,55408.1581,,cfd72e16-f7fc-4ded-9c2d-95405ff19510,2011-07-08
43870,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO14326149236,10-4020-000107,29675,275.0,2,765,765,5,18323.0,55875Vi95160,,4316.9864,413.6232,129.2572,4859.8668,,2ad8fe9a-51db-4469-a853-77ad3f8b7024,2011-07-08
43871,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO13572145817,10-4020-000527,30076,281.0,3,1076,1076,5,4941.0,75995Vi25927,,9398.8972,899.949,281.2341,10580.0803,,91a42588-4e33-4651-959a-fd22957757a6,2011-07-08
43872,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO12557127067,10-4020-000240,30100,276.0,4,1028,1028,5,3368.0,66128Vi17744,,11584.459,1110.9858,347.1831,13042.6279,,6056459a-2c20-4924-914d-3085728ffebe,2011-07-08
43873,8,2011-07-01,2011-07-13,2011-07-08,5,False,PO12499138177,10-4020-000078,29703,276.0,4,1001,1001,5,15090.0,96146Vi78070,,41250.4391,3973.725,1241.789,46465.9531,,ca7f3655-94d7-447c-ae5d-5b85ef6af871,2011-07-08
